s3://projet8frc/Training/cabbage_white_1/r0_130.jpg,cabbage_white_1,"3658.005866290048,-322.00122448605396,-905.2057674687672,-926.0129559894332,-808.2123750559585,-2395.6597256805358,370.9988933305334,-104.80626904781607,381.5666782994289,973.0917107726215,438.8307341087037,472.37065514285234,-594.3949298406832,304.1017907864107,487.78233610328624,627.4275391258617,-412.59728171136084,261.26983183731954,-361.4666671251515,19.295666552193687,50.24997860041418,512.5175305302557,243.5652998400184,-221.4187723656578,-188.204141746879,-423.8844967763994,498.2572552951633,-74.53149774359304,-129.53861078811286,-115.6874809514396,91.60010420002061,0.6854631153293709,648.2284878212486,432.7315275601663,669.2033942335603,-435.2350694325243,-354.6789423732492,158.42093443208412,132.2056953689147,-248.04553231660168,47.27878692709276,-328.40143687190755,-428.53090295111775,172.56505090928576,-57.82757013169082,-232.53340450930287,-553.3113098898067,205.15528875259866,314.3965279111286,-690.9906613163339"
s3://projet8frc/Training/cabbage_white_1/r0_158.jpg,cabbage_white_1,"3694.0337663440314,-218.695940574324,-1033.5319463907788,-1002.0581109959596,-935.6812288482386,-2456.104214633372,298.68902909791467,43.02450613839224,374.34485497682186,921.2974523992167,435.00453708199285,466.81538661563525,-517.772738561918,217.15546390178818,702.675548772182,682.4798074324431,-465.60826814205456,121.04522542621305,-564.8411932990233,78.33684243736117,26.028571016953926,440.1154778996581,-5.080275084873672,-444.17957872213674,-34.68928357031694,-305.9593782228569,448.10809167407047,-33.96655944876283,-312.91166612242966,-107.463781196271,87.70691503044387,19.15373302943767,666.9781896450615,422.182958220914,594.55736031137,-461.2433211060991,-211.05428835477218,73.67992646077072,134.4274666841117,-258.03693032211106,97.771606186188,-328.4880572248201,-340.5388165827775,199.22898469484682,47.944817101913614,-247.5939272175405,-590.1266951639275,159.65801997477013,191.22762402874523,-708.3745250012005"
s3://projet8frc/Training/cabbage_white_1/r0_134.jpg,cabbage_white_1,"3679.489594905569,-348.950918155486,-903.8114338559897,-988.7813829609562,-813.10519846049,-2433.6309629731322,384.8617498316396,-163.21723832070157,391.2162400288026,949.7453162791312,454.33459302321563,461.2248458047368,-651.7885699272872,254.88580877784815,426.0773573416119,564.8140172104355,-432.13781397509615,273.9243943201164,-386.2929366394697,13.196596391626343,73.38236843722414,481.4763531867872,203.63352071974802,-269.08489860650656,-160.3772753785185,-419.96550536433836,524.482451049237,-65.13392831465862,-121.6956981819505,-177.36042416057947,127.49056877135249,39.07617812906851,616.1051550041891,462.80448708595793,606.8719818556192,-425.24288036565133,-325.57331493545956,143.5875217430334,123.2598009160406,-264.80625206428965,72.15579627694424,-346.8743802071249,-400.18427090636,182.10347578083062,-36.67126988998334,-222.68451885146496,-519.8437543601068,146.78750592175857,319.35023516075654,-670.9046434484668"
s3://projet8frc/Training/cabbage_white_1/r0_156.jpg,cabbage_white_1,"3701.5328891499316,-247.05901901077692,-1015.1236019967064,-1018.4931923465284,-949.0364136659655,-2452.782286537637,322.86745658481976,34.09340306729917,361.2281416982802,925.3060325384195,456.150718666155,457.3564887609181,-532.1217392398697,238.063708756237,702.1582803450361,696.2699212473835,-440.22671216984537,135.2827773172718,-516.839373668364,80.19436038152053,37.398816505533716,441.3448357730768,0.12843725677241524,-448.1684259086621,-67.82622225063939,-326.4597881445368,446.14553311100025,-35.29822422675145,-315.0874543598291,-122.49751725812015,77.9280845545405,24.639808491435467,664.8186767404571,406.5432195839881,585.2508471866896,-445.5019335352335,-204.40284270312617,69.79491744817307,121.81660233096078,-224.59957027795372,99.64406681548724,-350.7163307088956,-339.6538710876476,213.14592648030842,19.170636234476905,-243.82092083170016,-588.5466891561973,139.22147898012642,169.23428095582912,-716.8335721025875"
s3://projet8frc/Training/cabbage_white_1/r0_124.jpg,cabbage_white_1,"3680.455673380221,-329.2072810646037,-901.0716260377112,-853.7776196645032,-847.8178322437598,-2380.435184246539,418.55488182776276,-81.49571115380661,380.26894888532746,921.0692244891582,482.6010460957981,403.79269985651354,-551.5425231413802,315.09729899008227,514.0084768622222,651.5185566315287,-386.83589180477804,308.2314516065427,-412.2908322522963,-17.22837806610304,-19.87646286242554,406.79148565272845,224.912424412034,-250.92615314124907,-195.86424073898993,-459.03296801971806,469.99360931867756,-121.16590724750961,-138.6722506023498,-72.13330005307144,91.03193248410255,-10.204270441040004,720.7598583479645,373.5935737818738,680.0514650627667,-450.9574458647332,-359.71757246649025,166.15418451508944,126.62397261174546,-254.87810111350404,31.149140185534737,-279.76751760070465,-442.05844216933156,130.64797124293216,-63.050855111139384,-262.58954730958,-612.6042322285657,221.8751712867255,269.28300789456483,-671.5902113395564"
s3://projet8frc/Training/cabbage_white_1/r0_144.jpg,cabbage_white_1,"3728.8401500682335,-356.634132554888,-918.1260635645234,-1020.1472279718297,-878.7281016786693,-2515.7613504891056,424.65607303305774,-111.26762769955704,395.6440475186705,914.0552764039435,492.97780382690166,346.59246140226895,-600.4109744452468,230.07486765942016,505.3656737478946,704.1188664240086,-406.00548324163316,262.5650523799023,-360.5328751108591,13.572281144690141,20.467362101135258,318.7344684913165,131.51894701723816,-364.13927802519987,-199.35776659794004,-388.3616227214557,414.38901715168424,-136.3628379094634,-195.4804629697827,-90.00412391639027,78.59694779802791,108.46277136604579,658.8048876146191,310.5444705096708,654.0819085449955,-374.4337739890972,-182.24096109433938,155.94419676570126,68.51461192613876,-182.3337103369907,109.80528062461995,-252.3369359076085,-381.7403782789707,236.54507141546335,-31.387746634811403,-190.3377279969574,-701.4335264435572,179.90512091782324,202.77978407542642,-672.0502970033793"
s3://projet8frc/Training/cabbage_white_1/r0_160.jpg,cabbage_white_1,"3705.4069773165706,-184.14124819819878,-1067.537595615089,-965.7510709331015,-932.0182277208509,-2466.752696607925,285.88554585703264,32.27720378164872,402.3491994186024,893.8095869101654,401.0251183613222,465.4299604203254,-485.38283209565225,187.64561431424337,676.2466589976841,673.208481623261,-497.86065765313793,101.15190849481911,-609.4595537531944,79.39297117078456,7.050419843559543,438.62804257011175,-7.092242013093382,-419.72622355965416,0.5736812010391348,-289.66155326022476,463.73282562873237,-53.272837280784856,-309.196285353537,-76.278257987959,88.84868340692594,20.980839443409863,679.4071110147703,424.3417897622903,622.9900017095615,-475.31611446625726,-223.4397959732385,89.8589056520864,142.8031127414782,-282.3554345222563,86.17668877341116,-285.79966920958765,-336.2391546306452,178.73186271670951,74.15139428471998,-256.93592690973895,-603.7008787913848,177.4624490235978,227.05825303131965,-684.0157440689992"
s3://projet8frc/Training/cabbage_white_1/r0_68.jpg,cabbage_white_1,"3735.243907436233,-308.3725690274086,-840.8351453418707,-850.7712115607341,-880.748267973745,-2719.994096906167,404.0231433663943,-55.496868524046576,538.3856658752119,1012.3457762657213,475.29853240318624,392.28518298733195,-504.3442935351048,343.08080374828114,501.12049829571856,688.2008123812692,-423.02002770965254,157.09477923196374,-495.54862958931886,29.22103210717035,-0.3185078813678155,376.0084127580986,216.646779695348,-288.97716919359976,-82.23378338880211,-442.9330646124159,573.6789521453214,-249.24618539731915,-237.80151604895445,-99.67373486539346,39.31119992969646,-10.120018786356713,619.528444144354,380.59405994275846,715.2986045868232,-463.0312764412377,-301.9502344371397,162.0284180912866,84.96608167089569,-289.37240322926823,-37.030731201375666,-250.18868720042093,-452.0205601810944,183.39198778354435,27.596673853147255,-212.23547206235085,-721.3230290414082,218.58691448469338,369.0464019947243,-700.4293503757377"
s3://projet8frc/Training/cabbage_white_1/r0_150.jpg,cabbage_white_1,"3739.314286763034,-317.82547171200946,-949.4004303247373,-1028.7545275933949,-935.4491626854209,-2440.2585279203845,397.7006195990445,-33.311591084343405,357.33651104513024,938.5284842089162,486.32442861614646,400.7593611841773,-554.4353437064048,248.64950920985478,632.4788904633585,744.709120113123,-357.9439449496778,192.25965649724407,-354.5338001707972,64.767369691593,48.77900992069718,381.11567907376735,66.82806495127025,-407.2216479495942,-180.73560855811297,-366.61249693113155,401.5925728230745,-86.41806153100976,-285.7215814599278,-102.5151588743068,70.44374932264417,74.91581366648839,650.6378237362278,330.69262935828107,596.1098848376296,-378.13821736589006,-168.42542070056828,109.0243117486636,73.84278186043483,-130.78392056818683,84.1701566929645,-347.21862102970556,-362.2906837368229,258.71934984775476,-23.418002810299352,-206.42931551500186,-656.2621571506911,159.2951055389729,146.31398860572526,-720.85410896613"
s3://projet8frc/Training/cabbage_white_1/r0_88.jpg,cabbage_white_1,"3773.919496421874,-152.6458030454128,-985.4284006167162,-913.3425793330597,-904.2205072680326,-2684.8568329978407,347.9384122905592,156.14096070364133,337.01091351993006,1051.0244518988502,597.0285271133623,333.14450834616275,-614.9808729186695,401.44859474584996,491.9723026714768,573.0969759659234,-550.8114810462538,118.69733265473603,-592.5560443351949,66.68936382666578,9.84413133111186,470.01382928766566,219.50258215749983,-441.13562887157485,-1.3672783840728413,-469.0018089596315,479.57787027749987,-130.31647487013765,-187.07740199706248,15.658432960920194,80.16412870336798,24.274605974917144,664.0036476814865,420.50374536884215,689.5049271809755,-462.24101979395823,-375.9859701505441,54.095839003190385,136.66955141577344,-203.21598685041022,13.112935646071964,-372.0065484209281,-402.26456207850924,144.04855707173235,-19.740646034381495,-218.93038599148284,-628.3088914735208,342.2331095420097,264.6494623107801,-647.1719175713952"
